               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  25,            0.045244,             0.10805,           0.0019675,             0.86081,              0.8334,             0.88565,             0.54748,            0.041156,            0.080595,           0.0015286,            0.005248,            0.005248,            0.005248
                  26,             0.04568,             0.11007,           0.0018859,             0.84685,             0.84943,             0.89355,             0.59867,            0.039518,            0.081058,           0.0015149,             0.00505,             0.00505,             0.00505
                  27,            0.046267,             0.10963,            0.001831,             0.89288,             0.79309,              0.8795,             0.57063,            0.040048,            0.082614,           0.0015154,            0.004852,            0.004852,            0.004852
                  28,             0.04542,             0.10969,           0.0019202,             0.86876,             0.79644,             0.88506,             0.58187,            0.039482,            0.081822,           0.0015855,            0.004654,            0.004654,            0.004654
                  29,            0.044468,              0.1065,           0.0019564,             0.87725,              0.8697,             0.90784,             0.58322,            0.039075,            0.081795,           0.0015174,            0.004456,            0.004456,            0.004456
                  30,            0.043372,             0.10041,           0.0019931,             0.85372,             0.83464,             0.88878,               0.574,            0.038129,            0.084358,            0.001397,            0.004258,            0.004258,            0.004258
                  31,            0.040724,             0.10217,           0.0017136,             0.86423,             0.87954,             0.90136,             0.60231,            0.038091,             0.08237,           0.0013372,             0.00406,             0.00406,             0.00406
                  32,            0.041852,             0.10255,           0.0015774,             0.88207,             0.80452,             0.88719,             0.58242,            0.040848,            0.089668,           0.0012525,            0.003862,            0.003862,            0.003862
                  33,            0.041423,             0.10303,           0.0015909,             0.88231,              0.8561,             0.90667,              0.6014,            0.037871,            0.081901,           0.0011201,            0.003664,            0.003664,            0.003664
                  34,            0.040035,             0.10112,           0.0013302,              0.8711,             0.84098,             0.88813,             0.60314,            0.037865,            0.081648,           0.0011373,            0.003466,            0.003466,            0.003466
                  35,            0.039734,            0.098157,           0.0012823,             0.85832,             0.85006,             0.89117,             0.60276,            0.037199,            0.085846,           0.0010459,            0.003268,            0.003268,            0.003268
                  36,            0.040453,             0.10053,           0.0014002,             0.89131,             0.78411,             0.89698,             0.58989,            0.039721,            0.086358,           0.0010916,             0.00307,             0.00307,             0.00307
                  37,            0.040343,            0.097221,           0.0012737,             0.88365,             0.77738,             0.88068,             0.58513,            0.039013,             0.08407,           0.0011131,            0.002872,            0.002872,            0.002872
                  38,            0.040506,            0.097061,            0.001285,             0.85971,             0.86067,             0.90443,             0.61112,             0.03762,            0.082837,           0.0010338,            0.002674,            0.002674,            0.002674
                  39,            0.039695,             0.09338,           0.0013128,             0.89078,             0.79784,             0.90134,              0.6078,            0.037747,            0.083193,           0.0010458,            0.002476,            0.002476,            0.002476
                  40,            0.039667,            0.098748,           0.0012839,             0.88166,             0.87453,             0.91274,             0.61597,            0.036691,            0.083772,          0.00094826,            0.002278,            0.002278,            0.002278
                  41,            0.038976,            0.096938,           0.0013381,              0.8988,             0.85126,             0.91258,             0.62931,            0.036573,            0.083621,          0.00093642,             0.00208,             0.00208,             0.00208
                  42,            0.039499,             0.10074,           0.0012731,             0.87091,             0.83364,             0.89429,             0.60825,            0.036987,            0.085408,          0.00091799,            0.001882,            0.001882,            0.001882
                  43,            0.038556,            0.096038,            0.001216,             0.86068,              0.8295,             0.89655,             0.61448,            0.036625,            0.083329,          0.00093755,            0.001684,            0.001684,            0.001684
                  44,             0.03925,            0.098979,           0.0012417,             0.88306,             0.82931,             0.88969,             0.61903,            0.036747,            0.084881,          0.00089842,            0.001486,            0.001486,            0.001486
                  45,            0.038565,            0.097542,            0.001185,             0.90754,             0.85457,             0.90228,             0.62479,            0.036547,            0.084686,          0.00084214,            0.001288,            0.001288,            0.001288
                  46,            0.037933,            0.094732,           0.0011156,             0.90461,             0.85765,             0.90815,             0.63007,            0.036493,            0.084854,          0.00084196,             0.00109,             0.00109,             0.00109
                  47,            0.038353,            0.090979,           0.0011846,             0.87869,             0.86535,             0.90118,             0.62756,            0.036624,              0.0857,          0.00087348,            0.000892,            0.000892,            0.000892
                  48,            0.038189,             0.09322,           0.0011294,             0.88483,             0.86791,             0.90103,             0.62559,            0.036569,            0.084856,          0.00086011,            0.000694,            0.000694,            0.000694
                  49,              0.0381,            0.092461,           0.0013032,             0.87823,              0.8762,             0.90218,             0.62116,            0.036606,            0.083732,          0.00084906,            0.000496,            0.000496,            0.000496
